url,season,Team,DD2,TD3,DQ,EJECT,TECH,FLAG,AST_TO,STL_TO,RAT,SC_EFF,SH_EFF
https://www.espn.com/nba/player/stats/_/id/4351852/mitchell-robinson,2021-22,NY,20,0,4,0,2,1,0.6,1.0,-,1.778,0.76
https://www.espn.com/nba/player/stats/_/id/4351852/mitchell-robinson,2022-23,NY,13,0,4,0,0,0,1.3,1.4,-,1.554,0.67
https://www.espn.com/nba/player/stats/_/id/4351852/mitchell-robinson,Career,,57,0,23,0,11,3,0.9,1.3,-,1.660,0.71
https://www.espn.com/nba/player/stats/_/id/3157465/duncan-robinson,2018-19,MIA,0,0,0,0,0,0,1.3,1.3,-,1.087,0.50
https://www.espn.com/nba/player/stats/_/id/3157465/duncan-robinson,2019-20,MIA,1,0,1,0,1,0,1.5,0.5,-,1.431,0.67
https://www.espn.com/nba/player/stats/_/id/3157465/duncan-robinson,2020-21,MIA,1,0,2,0,0,0,1.6,0.5,-,1.314,0.61
https://www.espn.com/nba/player/stats/_/id/3157465/duncan-robinson,2021-22,MIA,0,0,1,0,2,0,2.2,0.7,-,1.189,0.56
https://www.espn.com/nba/player/stats/_/id/3157465/duncan-robinson,2022-23,MIA,0,0,1,0,0,0,1.6,0.5,-,1.131,0.50
https://www.espn.com/nba/player/stats/_/id/3157465/duncan-robinson,Career,,2,0,5,0,3,0,1.7,0.6,-,1.287,0.60
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,2017-18,SA,0,0,0,0,0,0,1.5,0.7,-,1.636,0.61
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,2018-19,SA,0,0,0,0,0,0,2.7,0.7,-,1.221,0.52
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,2019-20,SA,0,0,0,0,0,0,2.7,0.5,-,1.386,0.53
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,2020-21,SA,0,0,0,0,0,0,2.8,0.6,-,1.221,0.50
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,2021-22,SA,2,0,0,0,0,0,3.1,0.6,-,1.239,0.50
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,2021-22,BOS,0,0,0,0,0,0,3.0,0.5,-,1.243,0.48
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,2022-23,BOS,7,0,0,0,0,0,3.4,0.6,-,1.342,0.56
https://www.espn.com/nba/player/stats/_/id/3078576/derrick-white,Career,,9,0,0,0,0,0,2.9,0.6,-,1.288,0.52
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2015-16,TOR,0,0,0,0,0,0,1.5,0.9,-,1.192,0.50
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2016-17,TOR,0,0,0,0,1,0,1.2,0.7,-,1.257,0.50
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2017-18,TOR,0,0,0,0,0,0,1.3,0.6,-,1.029,0.47
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2018-19,TOR,0,0,0,0,0,0,1.4,0.6,-,1.290,0.57
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2019-20,TOR,0,0,1,0,1,0,1.2,0.8,-,1.388,0.59
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2020-21,TOR,0,0,1,0,4,0,1.0,0.6,-,1.454,0.60
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2020-21,POR,0,0,1,0,1,0,1.2,0.8,-,1.307,0.52
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2021-22,POR,0,0,0,0,0,0,1.3,0.6,-,1.376,0.54
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2021-22,LAC,0,0,0,0,0,0,2.0,0.3,-,1.698,0.61
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,2022-23,LAC,0,0,0,0,3,0,1.1,0.5,-,1.435,0.56
https://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,Career,,0,0,3,0,10,0,1.2,0.7,-,1.335,0.55
https://www.espn.com/nba/player/stats/_/id/3907497/dejounte-murray,2016-17,SA,0,0,0,0,0,0,1.3,0.2,-,1.121,0.47
https://www.espn.com/nba/player/stats/_/id/3907497/dejounte-murray,2017-18,SA,7,0,0,0,0,0,1.7,0.7,-,1.074,0.45
https://www.espn.com/nba/player/stats/_/id/3907497/dejounte-murray,2019-20,SA,6,0,1,0,2,0,2.2,0.9,-,1.130,0.49
https://www.espn.com/nba/player/stats/_/id/3907497/dejounte-murray,2020-21,SA,13,4,0,0,2,0,3.1,0.9,-,1.079,0.49
https://www.espn.com/nba/player/stats/_/id/3907497/dejounte-murray,2021-22,SA,39,13,0,1,3,0,3.5,0.8,-,1.159,0.50
https://www.espn.com/nba/player/stats/_/id/3907497/dejounte-murray,2022-23,ATL,8,1,0,0,8,0,2.8,0.7,-,1.149,0.51
https://www.espn.com/nba/player/stats/_/id/3907497/dejounte-murray,Career,,73,18,1,1,15,0,2.6,0.8,-,1.125,0.49
https://www.espn.com/nba/player/stats/_/id/4277811/collin-sexton,2018-19,CLE,2,0,1,0,2,1,1.3,0.2,-,1.137,0.48
https://www.espn.com/nba/player/stats/_/id/4277811/collin-sexton,2019-20,CLE,0,0,0,0,1,2,1.2,0.4,-,1.242,0.52
https://www.espn.com/nba/player/stats/_/id/4277811/collin-sexton,2020-21,CLE,1,0,0,1,2,1,1.6,0.4,-,1.321,0.52
https://www.espn.com/nba/player/stats/_/id/4277811/collin-sexton,2021-22,CLE,0,0,0,0,0,0,0.7,0.3,-,1.166,0.49
https://www.espn.com/nba/player/stats/_/id/4277811/collin-sexton,2022-23,UTAH,1,0,1,0,0,0,1.6,0.3,-,1.464,0.56
https://www.espn.com/nba/player/stats/_/id/4277811/collin-sexton,Career,,4,0,2,1,5,4,1.4,0.3,-,1.255,0.51
https://www.espn.com/nba/player/stats/_/id/4066636/markelle-fultz,2017-18,PHI,1,1,0,0,0,0,3.1,0.7,-,0.901,0.41
https://www.espn.com/nba/player/stats/_/id/4066636/markelle-fultz,2018-19,PHI,0,0,0,0,0,0,2.4,0.7,-,1.000,0.43
https://www.espn.com/nba/player/stats/_/id/4066636/markelle-fultz,2019-20,ORL,4,1,0,0,0,0,2.5,0.6,-,1.127,0.49
https://www.espn.com/nba/player/stats/_/id/4066636/markelle-fultz,2020-21,ORL,1,0,0,0,0,0,2.4,0.4,-,0.990,0.41
https://www.espn.com/nba/player/stats/_/id/4066636/markelle-fultz,2021-22,ORL,1,0,0,0,0,0,2.5,0.5,-,1.114,0.49
https://www.espn.com/nba/player/stats/_/id/4066636/markelle-fultz,2022-23,ORL,3,0,1,0,0,2,2.5,0.6,-,1.233,0.53
https://www.espn.com/nba/player/stats/_/id/4066636/markelle-fultz,Career,,10,2,1,0,0,2,2.5,0.6,-,1.132,0.49
https://www.espn.com/nba/player/stats/_/id/4066336/lauri-markkanen,2017-18,CHI,14,0,0,0,0,0,1.0,0.5,-,1.198,0.52
https://www.espn.com/nba/player/stats/_/id/4066336/lauri-markkanen,2018-19,CHI,20,0,0,0,1,0,0.9,0.4,-,1.225,0.51
https://www.espn.com/nba/player/stats/_/id/4066336/lauri-markkanen,2019-20,CHI,3,0,0,0,0,0,0.9,0.5,-,1.247,0.52
https://www.espn.com/nba/player/stats/_/id/4066336/lauri-markkanen,2020-21,CHI,2,0,0,0,0,0,0.9,0.5,-,1.334,0.59
https://www.espn.com/nba/player/stats/_/id/4066336/lauri-markkanen,2021-22,CLE,3,0,3,0,0,0,1.5,0.8,-,1.280,0.54
https://www.espn.com/nba/player/stats/_/id/4066336/lauri-markkanen,2022-23,UTAH,28,0,1,0,0,0,1.0,0.3,-,1.478,0.59
https://www.espn.com/nba/player/stats/_/id/4066336/lauri-markkanen,Career,,70,0,4,0,1,0,1.0,0.5,-,1.306,0.54
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2011-12,HOU,0,0,0,0,0,0,0.8,0.5,-,0.741,0.31
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2012-13,HOU,0,0,1,1,4,0,0.9,0.5,-,1.163,0.52
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2012-13,PHX,0,0,0,0,0,0,0.6,0.8,-,1.040,0.45
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2013-14,PHX,0,0,0,0,5,0,0.9,0.8,-,1.223,0.52
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2014-15,PHX,5,0,2,0,9,0,1.8,0.9,-,1.107,0.51
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2015-16,DET,4,0,1,0,11,3,1.4,0.5,-,1.197,0.49
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2016-17,DET,5,0,2,0,6,1,1.8,0.6,-,1.097,0.48
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2017-18,BOS,2,0,0,2,11,0,1.1,0.5,-,1.201,0.50
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2018-19,BOS,5,0,1,1,9,2,1.2,0.5,-,1.239,0.53
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2019-20,NY,3,0,1,1,10,1,0.8,0.5,-,1.322,0.53
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2019-20,LAC,0,0,0,0,3,1,1.1,0.5,-,1.103,0.50
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2020-21,LAC,0,0,0,1,6,1,1.0,0.6,-,1.310,0.59
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2021-22,LAC,2,0,0,2,6,2,1.6,0.4,-,1.201,0.51
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,2022-23,LAC,2,0,0,2,10,1,2.0,0.8,-,1.132,0.51
https://www.espn.com/nba/player/stats/_/id/6462/marcus-morris-sr.,Career,,28,0,8,10,90,12,1.3,0.6,-,1.187,0.51
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2016-17,SA,0,0,0,1,1,0,1.4,0.6,-,1.295,0.59
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2017-18,SA,0,0,0,0,0,0,2.1,0.7,-,1.246,0.57
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2018-19,SA,0,0,0,1,3,0,2.3,0.8,-,1.338,0.61
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2019-20,WSH,1,0,1,0,5,3,1.6,0.6,-,1.367,0.60
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2020-21,WSH,0,0,1,0,8,1,1.5,1.0,-,1.370,0.58
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2021-22,WSH,0,0,0,0,4,0,1.1,0.8,-,1.135,0.49
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2021-22,DAL,0,0,1,0,2,0,3.0,1.2,-,1.125,0.52
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,2022-23,DAL,0,0,0,0,2,1,2.1,1.1,-,1.288,0.60
https://www.espn.com/nba/player/stats/_/id/6426/davis-bertans,Career,,1,0,3,2,25,5,1.8,0.8,-,1.309,0.58
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2014-15,DEN,4,0,6,0,3,3,0.6,0.6,-,1.112,0.45
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2015-16,DEN,4,0,0,0,4,0,0.7,0.4,-,1.087,0.42
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2016-17,DEN,4,0,0,0,1,1,0.7,0.3,-,1.201,0.51
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2016-17,POR,9,0,0,0,0,0,1.0,0.4,-,1.288,0.51
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2017-18,POR,27,0,1,0,7,0,0.8,0.3,-,1.190,0.50
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2018-19,POR,36,1,9,1,7,0,1.4,0.4,-,1.362,0.51
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2019-20,POR,3,0,3,0,0,0,1.7,0.6,-,1.294,0.50
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2020-21,POR,13,0,0,0,1,0,1.7,0.5,-,1.273,0.53
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2021-22,POR,30,0,3,1,6,1,1.1,0.4,-,1.403,0.55
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,2022-23,POR,18,0,2,0,2,0,1.3,0.4,-,1.374,0.56
https://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,Career,,148,1,24,2,31,5,1.1,0.4,-,1.273,0.51
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2016-17,DEN,0,0,0,0,1,0,1.4,0.9,-,1.137,0.51
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2017-18,DEN,0,0,0,0,0,0,1.3,0.6,-,1.101,0.49
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2018-19,DEN,0,0,0,1,2,0,1.8,1.0,-,1.244,0.58
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2019-20,DEN,0,0,0,0,2,0,1.3,0.9,-,1.080,0.49
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2019-20,MIN,1,0,0,0,1,0,1.3,0.4,-,1.245,0.58
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2020-21,MIN,0,0,0,0,0,0,1.5,0.5,-,1.207,0.55
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2021-22,MIN,0,0,0,1,2,0,2.7,1.0,-,1.121,0.53
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2022-23,UTAH,1,0,0,0,1,0,1.6,0.7,-,1.100,0.52
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,2022-23,LAL,0,0,0,0,0,1,1.0,0.7,-,1.078,0.51
https://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,Career,,2,0,0,2,9,1,1.6,0.8,-,1.155,0.54
https://www.espn.com/nba/player/stats/_/id/4397020/luguentz-dort,2019-20,OKC,0,0,1,0,0,0,1.2,1.4,-,1.119,0.46
https://www.espn.com/nba/player/stats/_/id/4397020/luguentz-dort,2020-21,OKC,0,0,0,0,1,0,1.1,0.6,-,1.141,0.47
https://www.espn.com/nba/player/stats/_/id/4397020/luguentz-dort,2021-22,OKC,0,0,1,1,0,3,1.0,0.5,-,1.208,0.49
https://www.espn.com/nba/player/stats/_/id/4397020/luguentz-dort,2022-23,OKC,5,0,3,0,1,0,1.7,0.8,-,1.160,0.47
https://www.espn.com/nba/player/stats/_/id/4397020/luguentz-dort,Career,,5,0,5,1,2,3,1.3,0.7,-,1.166,0.48
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2012-13,TOR,8,0,2,0,2,0,0.5,0.2,-,1.514,0.56
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2013-14,TOR,25,0,1,0,6,0,0.4,0.2,-,1.355,0.53
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2014-15,TOR,22,0,3,0,3,2,0.4,0.3,-,1.477,0.57
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2015-16,TOR,22,0,2,0,2,0,0.5,0.3,-,1.433,0.57
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2016-17,TOR,29,0,0,0,5,1,0.5,0.3,-,1.366,0.56
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2017-18,TOR,26,0,1,0,4,1,0.7,0.3,-,1.426,0.59
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2018-19,TOR,5,0,1,0,5,0,0.7,0.3,-,1.483,0.59
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2018-19,MEM,11,0,0,0,2,0,0.8,0.1,-,1.358,0.55
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2019-20,MEM,39,1,3,0,11,3,1.0,0.2,-,1.413,0.61
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2020-21,MEM,49,0,1,0,8,1,1.1,0.4,-,1.424,0.61
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2021-22,NO,50,0,4,0,5,0,1.1,0.2,-,1.401,0.57
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,2022-23,NO,43,0,2,1,4,1,0.9,0.1,-,1.366,0.57
https://www.espn.com/nba/player/stats/_/id/6477/jonas-valanciunas,Career,,329,1,20,1,57,9,0.7,0.2,-,1.411,0.57
https://www.espn.com/nba/player/stats/_/id/4066372/kevin-huerter,2018-19,ATL,1,0,0,0,0,0,2.0,0.6,-,1.107,0.52
https://www.espn.com/nba/player/stats/_/id/4066372/kevin-huerter,2019-20,ATL,2,0,1,0,2,0,2.4,0.6,-,1.121,0.52
https://www.espn.com/nba/player/stats/_/id/4066372/kevin-huerter,2020-21,ATL,3,0,1,0,0,0,3.1,1.0,-,1.124,0.53
https://www.espn.com/nba/player/stats/_/id/4066372/kevin-huerter,2021-22,ATL,1,0,2,0,3,0,2.2,0.6,-,1.174,0.56
https://www.espn.com/nba/player/stats/_/id/4066372/kevin-huerter,2022-23,SAC,0,0,0,0,3,0,2.3,0.8,-,1.316,0.60
https://www.espn.com/nba/player/stats/_/id/4066372/kevin-huerter,Career,,7,0,4,0,8,0,2.4,0.7,-,1.177,0.55
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,2017-18,DET,1,0,1,0,1,0,1.8,0.6,-,1.200,0.53
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,2018-19,DET,0,0,0,0,1,0,2.0,0.5,-,1.179,0.54
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,2019-20,DET,0,0,0,0,1,0,2.7,0.3,-,1.292,0.55
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,2020-21,LAC,1,0,1,0,1,0,2.2,0.5,-,1.256,0.60
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,2021-22,LAC,1,0,0,0,1,0,2.4,0.7,-,1.304,0.60
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,2022-23,LAC,0,0,0,0,1,0,1.2,0.6,-,1.299,0.60
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,2022-23,MEM,0,0,0,0,0,0,3.4,0.8,-,1.591,0.74
https://www.espn.com/nba/player/stats/_/id/3913174/luke-kennard,Career,,3,0,2,0,6,0,2.1,0.6,-,1.272,0.58
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2015-16,PHI,0,0,0,0,0,0,1.5,2.5,-,1.151,0.45
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2016-17,CHA,0,0,0,0,0,0,0.3,0.4,-,1.522,0.52
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2018-19,MIL,0,0,0,0,0,0,0.7,0.0,-,1.480,0.54
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2018-19,NO,2,0,0,0,0,0,0.4,0.5,-,1.467,0.57
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2019-20,DET,12,0,0,0,2,2,0.7,0.4,-,1.594,0.62
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2020-21,HOU,19,0,0,0,1,0,0.9,0.4,-,1.344,0.57
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2021-22,HOU,33,0,0,0,5,0,1.2,0.4,-,1.387,0.58
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,2022-23,DAL,12,0,1,0,1,0,1.0,0.2,-,1.449,0.58
https://www.espn.com/nba/player/stats/_/id/3058254/christian-wood,Career,,78,0,1,0,9,2,1.0,0.4,-,1.429,0.58
https://www.espn.com/nba/player/stats/_/id/4277847/wendell-carter-jr.,2018-19,CHI,7,0,4,0,3,0,1.2,0.4,-,1.226,0.49
https://www.espn.com/nba/player/stats/_/id/4277847/wendell-carter-jr.,2019-20,CHI,17,0,5,0,2,2,0.7,0.5,-,1.411,0.54
https://www.espn.com/nba/player/stats/_/id/4277847/wendell-carter-jr.,2020-21,CHI,7,0,0,0,2,1,1.4,0.4,-,1.381,0.53
https://www.espn.com/nba/player/stats/_/id/4277847/wendell-carter-jr.,2020-21,ORL,6,0,0,0,1,0,1.2,0.6,-,1.259,0.51
https://www.espn.com/nba/player/stats/_/id/4277847/wendell-carter-jr.,2021-22,ORL,33,0,3,1,7,0,1.5,0.3,-,1.361,0.58
https://www.espn.com/nba/player/stats/_/id/4277847/wendell-carter-jr.,2022-23,ORL,21,0,4,0,4,0,1.2,0.3,-,1.416,0.59
https://www.espn.com/nba/player/stats/_/id/4277847/wendell-carter-jr.,Career,,91,0,16,1,19,3,1.2,0.4,-,1.355,0.55
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2013-14,DET,0,0,0,0,1,0,2.0,2.7,-,1.022,0.46
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2014-15,DET,0,0,1,0,2,0,1.2,1.0,-,1.073,0.48
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2015-16,DET,1,0,0,1,3,0,1.3,1.0,-,1.151,0.48
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2016-17,DET,1,0,0,0,5,0,2.2,1.0,-,1.128,0.48
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2017-18,LAL,4,0,0,1,6,0,1.7,1.1,-,1.243,0.53
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2018-19,LAL,0,0,0,0,1,0,1.7,1.1,-,1.241,0.53
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2019-20,LAL,0,0,0,0,5,0,1.8,0.9,-,1.272,0.56
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2020-21,LAL,1,0,0,0,2,3,1.9,0.9,-,1.291,0.55
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2021-22,WSH,2,0,0,0,10,0,1.5,0.9,-,1.228,0.53
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,2022-23,DEN,0,0,0,0,5,2,2.1,1.3,-,1.301,0.57
https://www.espn.com/nba/player/stats/_/id/2581018/kentavious-caldwell-pope,Career,,9,0,1,2,40,5,1.7,1.1,-,1.188,0.51
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2008-09,NJ,18,0,7,0,0,0,0.6,0.3,-,1.265,0.53
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2009-10,NJ,33,0,2,0,1,1,0.9,0.3,-,1.366,0.50
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2010-11,NJ,9,0,2,0,0,0,0.7,0.3,-,1.278,0.49
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2011-12,NJ,0,0,0,0,0,0,1.0,0.2,-,1.247,0.49
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2012-13,BKN,12,0,0,0,0,0,0.5,0.3,-,1.314,0.52
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2013-14,BKN,0,0,0,0,0,0,0.6,0.3,-,1.537,0.56
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2014-15,BKN,17,0,0,0,1,0,0.5,0.4,-,1.252,0.51
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2015-16,BKN,26,0,2,0,1,0,0.8,0.3,-,1.297,0.51
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2016-17,BKN,2,0,2,0,1,0,1.0,0.2,-,1.313,0.53
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2017-18,LAL,4,0,0,0,1,2,1.3,0.3,-,1.212,0.54
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2018-19,MIL,2,0,1,0,10,0,1.2,0.6,-,1.284,0.57
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2019-20,MIL,4,0,2,0,9,0,1.4,0.7,-,1.212,0.51
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2020-21,MIL,3,0,0,0,5,0,0.8,0.6,-,1.342,0.58
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2021-22,MIL,0,0,0,0,0,0,0.5,0.7,-,1.229,0.54
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,2022-23,MIL,11,0,2,2,9,0,0.9,0.3,-,1.378,0.61
https://www.espn.com/nba/player/stats/_/id/3448/brook-lopez,Career,,141,0,20,2,38,3,0.8,0.3,-,1.299,0.53
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2014-15,CHI,0,0,0,0,0,0,0.4,0.2,-,1.019,0.46
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2015-16,CHI,0,0,0,0,0,1,1.1,0.3,-,1.186,0.54
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2016-17,CHI,1,0,0,0,2,0,1.4,0.3,-,1.198,0.52
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2016-17,OKC,0,0,0,0,0,0,2.2,0.3,-,1.169,0.54
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2017-18,NY,0,0,0,0,0,1,1.5,0.3,-,1.204,0.54
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2017-18,DAL,0,0,0,0,0,0,1.3,0.4,-,1.306,0.59
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2018-19,IND,0,0,0,0,0,0,1.6,0.4,-,1.336,0.59
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2019-20,IND,0,0,0,0,0,0,1.9,0.3,-,1.298,0.61
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2020-21,IND,0,0,1,0,2,1,1.6,0.4,-,1.352,0.62
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2021-22,SA,0,0,1,0,0,0,1.5,0.3,-,1.243,0.58
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,2022-23,SA,0,0,0,0,0,0,1.6,0.2,-,1.250,0.57
https://www.espn.com/nba/player/stats/_/id/2528588/doug-mcdermott,Career,,1,0,2,0,4,3,1.5,0.3,-,1.256,0.57
https://www.espn.com/nba/player/stats/_/id/4395628/zion-williamson,2019-20,NO,2,0,0,0,0,0,0.8,0.3,-,1.500,0.59
https://www.espn.com/nba/player/stats/_/id/4395628/zion-williamson,2020-21,NO,14,0,1,0,0,0,1.4,0.3,-,1.588,0.62
https://www.espn.com/nba/player/stats/_/id/4395628/zion-williamson,2022-23,NO,5,0,0,0,2,1,1.3,0.3,-,1.608,0.62
https://www.espn.com/nba/player/stats/_/id/4395628/zion-williamson,Career,,21,0,1,0,2,1,1.3,0.3,-,1.576,0.61
https://www.espn.com/nba/player/stats/_/id/2528426/jordan-clarkson,2014-15,LAL,2,0,1,0,0,0,2.1,0.5,-,1.180,0.48
https://www.espn.com/nba/player/stats/_/id/2528426/jordan-clarkson,2015-16,LAL,1,0,1,0,2,0,1.4,0.7,-,1.116,0.48
https://www.espn.com/nba/player/stats/_/id/2528426/jordan-clarkson,2016-17,LAL,0,0,0,1,1,0,1.3,0.5,-,1.125,0.50
https://www.espn.com/nba/player/stats/_/id/2528426/jordan-clarkson,2017-18,LAL,1,0,0,0,2,0,1.8,0.4,-,1.156,0.50
