id,season,Team,DD2,TD3,DQ,EJECT,TECH,FLAG,AST_TO,STL_TO,RAT,SC_EFF,SH_EFF
2991042,2014-15,SAC,0,0,0,0,0,0,1.7,0.5,-,1.078,0.45
2991042,2015-16,PHI,0,0,0,0,0,0,1.5,0.5,-,1.132,0.48
2991042,2016-17,PHI,0,0,0,0,1,0,1.5,0.4,-,1.192,0.5
2991042,2017-18,PHI,0,0,0,0,0,0,0.3,1.0,-,1.0,0.25
2991042,2017-18,BKN,0,0,0,0,0,0,1.7,0.2,-,1.18,0.53
2991042,2018-19,POR,0,0,0,0,0,0,1.6,0.4,-,1.166,0.51
2991042,2018-19,CLE,0,0,0,0,0,0,1.7,0.6,-,1.211,0.49
2991042,2021-22,MIA,0,0,0,0,0,0,inf,0.0,-,1.375,0.5
2991042,2021-22,BOS,0,0,0,0,0,0,1.0,0.0,-,1.167,0.5
4066299,2020-21,UTAH,0,0,0,0,0,0,0.0,0.3,-,1.778,0.44
4066299,2021-22,UTAH,1,0,0,0,0,0,0.0,0.1,-,1.633,0.76
4066299,2022-23,UTAH,0,0,0,0,0,0,0.6,0.3,-,1.736,0.82
4431671,2020-21,MIN,0,0,1,0,0,1,1.5,0.7,-,1.163,0.54
4431671,2021-22,MIN,0,0,8,0,1,0,1.1,0.7,-,1.168,0.53
4431671,2022-23,MIN,0,0,6,1,4,2,1.3,0.7,-,1.331,0.59
3134916,2019-20,MIN,2,0,0,0,0,0,4.0,1.1,-,1.287,0.57
3134916,2020-21,MIN,0,0,0,0,0,0,3.8,1.0,-,1.058,0.48
3134916,2021-22,MIN,1,0,0,0,1,0,4.7,1.5,-,1.165,0.51
3134916,2022-23,MIN,0,0,0,0,0,0,4.5,1.0,-,1.11,0.5
4066668,2020-21,TOR,1,0,0,0,1,0,3.2,0.9,-,1.038,0.45
4066668,2021-22,TOR,0,0,0,0,0,1,5.4,1.5,-,1.033,0.48
4066668,2022-23,TOR,0,0,1,0,0,0,2.8,0.8,-,1.017,0.46
4432174,2021-22,BKN,0,0,0,0,0,0,1.4,0.6,-,1.133,0.48
4432174,2022-23,BKN,0,0,0,0,0,0,1.2,0.3,-,1.325,0.5
3064560,2017-18,NY,1,0,0,0,0,0,2.2,0.5,-,1.072,0.5
3064560,2018-19,NY,1,0,0,0,0,0,2.2,1.1,-,1.138,0.5
3064560,2019-20,CHI,0,0,1,0,0,0,2.3,0.8,-,1.15,0.52
3064560,2020-21,CHI,0,0,0,0,0,0,4.0,2.0,-,0.963,0.44
3064560,2020-21,BOS,0,0,0,0,0,0,3.3,0.3,-,1.081,0.53
3064560,2021-22,CLE,0,0,0,0,0,0,inf,0.0,-,0.8,0.2
3064560,2021-22,BOS,0,0,0,0,0,0,inf,inf,-,1.238,0.57
3064560,2022-23,BOS,0,0,0,0,1,0,2.1,0.4,-,1.535,0.67
4066320,2020-21,MEM,0,0,0,0,0,1,2.0,0.7,-,1.253,0.59
4066320,2021-22,MEM,0,0,3,0,4,0,1.9,0.8,-,1.257,0.56
4066320,2022-23,MEM,1,0,2,1,3,1,2.0,0.4,-,1.328,0.57
3135048,2015-16,PHI,11,0,1,0,0,0,0.5,0.2,-,1.188,0.51
3135048,2016-17,PHI,2,0,1,0,1,0,0.6,0.2,-,1.253,0.51
3135048,2017-18,PHI,0,0,0,0,0,0,0.3,0.0,-,1.111,0.44
3135048,2017-18,BKN,0,0,0,0,0,0,0.6,0.2,-,1.287,0.57
3135048,2018-19,NO,6,0,0,0,1,0,0.8,0.3,-,1.337,0.59
3135048,2019-20,NO,2,0,1,0,0,1,1.0,0.2,-,1.5,0.63
3135048,2020-21,DET,0,0,0,0,1,0,0.6,0.3,-,1.422,0.63
4432164,2021-22,PHI,0,0,0,0,0,0,0.0,0.0,-,2.0,1.0
4432164,2022-23,PHI,0,0,1,0,0,0,2.7,2.3,-,1.2,0.51
4432194,2021-22,BKN,2,0,2,0,0,0,0.6,0.3,-,1.329,0.58
4432194,2022-23,BKN,2,0,0,0,0,1,0.9,0.4,-,1.327,0.56
3133635,2018-19,MEM,0,0,0,0,0,0,2.1,0.8,-,0.93,0.39
3133635,2019-20,PHX,0,0,0,0,1,1,2.6,1.5,-,1.181,0.54
3133635,2020-21,PHX,1,0,0,0,1,0,4.4,1.8,-,1.112,0.55
3133635,2021-22,BKN,0,0,0,0,0,0,1.8,0.5,-,0.948,0.45
3133635,2021-22,MIL,0,0,0,0,0,0,6.3,1.3,-,1.418,0.66
3133635,2022-23,MIL,1,0,1,0,2,0,2.5,0.8,-,1.152,0.55
4593125,2021-22,MEM,2,0,0,0,0,0,1.3,0.4,-,1.0,0.42
4593125,2022-23,MEM,4,0,0,0,2,0,1.6,0.8,-,1.326,0.56
4230547,2017-18,NY,1,0,2,0,1,0,1.9,0.5,-,0.926,0.41
4230547,2018-19,NY,0,0,3,0,0,0,2.2,0.5,-,0.872,0.4
4230547,2019-20,NY,1,0,0,0,1,0,2.4,0.8,-,1.072,0.46
4230547,2020-21,NY,0,0,1,0,0,0,1.7,1.6,-,1.127,0.51
4230547,2021-22,DAL,0,0,0,0,0,1,2.2,0.9,-,1.076,0.48
4230547,2022-23,DAL,0,0,0,0,0,0,2.0,0.6,-,1.023,0.43
4065673,2017-18,UTAH,0,0,0,0,0,0,inf,0.0,-,0.727,0.27
4065673,2018-19,UTAH,1,0,0,0,0,0,0.3,0.7,-,1.063,0.5
4065673,2019-20,UTAH,1,0,1,1,1,1,0.8,0.5,-,1.508,0.67
4065673,2020-21,PHI,2,0,0,0,0,1,2.8,1.0,-,1.453,0.68
4065673,2020-21,OKC,1,0,0,0,0,0,0.7,0.3,-,1.566,0.66
4065673,2021-22,CHI,0,0,0,0,1,1,0.8,0.3,-,1.325,0.59
4065673,2022-23,CHI,0,0,0,0,0,0,1.0,1.0,-,1.583,0.63
4432823,2022-23,OKC,0,0,0,0,0,0,2.1,0.8,-,1.231,0.53
4432813,2021-22,OKC,3,0,0,0,0,0,1.3,0.7,-,1.13,0.5
4432813,2022-23,OKC,1,0,1,0,0,0,2.3,1.3,-,1.177,0.52
3133626,2018-19,NO,1,0,0,0,1,0,2.3,1.3,-,1.0,0.48
3133626,2019-20,NO,0,0,0,0,1,0,2.6,1.2,-,0.925,0.43
3133626,2020-21,OKC,0,0,0,0,1,0,2.0,0.7,-,1.28,0.6
3133626,2021-22,OKC,0,0,0,0,0,0,2.3,1.0,-,1.145,0.53
3133626,2022-23,OKC,1,0,0,0,3,0,3.3,1.4,-,1.228,0.59
2595435,2017-18,BOS,0,0,0,0,0,0,0.8,0.4,-,0.98,0.41
2595435,2018-19,OKC,0,0,0,0,0,0,0.8,0.8,-,1.121,0.5
2595435,2019-20,OKC,0,0,0,0,0,0,0.9,0.5,-,1.312,0.56
2595435,2020-21,PHX,0,0,0,0,0,0,1.0,0.5,-,1.379,0.57
2595435,2021-22,PHX,0,0,0,0,0,0,0.6,0.7,-,0.971,0.4
4433623,2022-23,ORL,0,0,0,0,0,0,1.7,0.7,-,1.06,0.49
3988,2009-10,CLE,0,0,0,0,0,0,1.0,1.2,-,1.026,0.46
3988,2010-11,SA,0,0,0,0,0,0,0.4,0.4,-,1.171,0.59
3988,2011-12,SA,0,0,0,0,0,0,1.3,0.9,-,1.264,0.55
3988,2012-13,SA,0,0,0,0,1,0,1.5,1.0,-,1.264,0.58
3988,2013-14,SA,1,0,0,0,0,0,1.4,0.9,-,1.224,0.56
3988,2014-15,SA,2,0,0,0,0,0,1.7,1.1,-,1.282,0.57
3988,2015-16,SA,0,0,0,0,0,0,1.9,1.1,-,1.02,0.48
3988,2016-17,SA,0,0,0,0,2,0,1.6,0.9,-,1.107,0.52
3988,2017-18,SA,0,0,1,0,1,0,1.5,0.9,-,1.07,0.49
3988,2018-19,TOR,1,0,1,0,3,1,1.7,1.0,-,1.303,0.62
3988,2019-20,LAL,0,0,0,0,1,0,1.4,1.3,-,1.154,0.54
3988,2020-21,PHI,1,0,1,0,2,0,1.8,1.4,-,1.202,0.57
3988,2021-22,PHI,0,0,0,0,2,1,1.4,1.3,-,1.144,0.55
3988,2022-23,MEM,0,0,0,0,0,0,0.7,0.3,-,0.818,0.41
3988,2022-23,CLE,0,0,0,0,0,0,0.6,0.7,-,1.368,0.67
3913180,2019-20,WSH,0,0,0,0,0,0,1.3,1.0,-,1.75,0.6
3913180,2020-21,WSH,0,0,0,0,0,0,2.6,2.9,-,1.494,0.57
3913180,2021-22,HOU,0,0,0,0,10,1,1.6,1.4,-,1.41,0.55
3913180,2022-23,HOU,0,0,0,1,3,2,1.3,1.3,-,1.259,0.51
3913180,2022-23,ATL,0,0,0,0,1,0,3.0,1.0,-,1.387,0.58
3915195,2018-19,PHI,0,0,0,0,0,0,3.0,1.3,-,1.0,0.47
3915195,2019-20,PHI,0,0,0,0,1,0,2.2,0.4,-,1.361,0.59
3915195,2020-21,PHI,0,0,0,0,5,0,1.9,0.4,-,1.225,0.5
3915195,2021-22,PHI,0,0,0,0,1,0,3.2,0.6,-,1.117,0.48
3915195,2022-23,PHI,3,0,1,0,2,0,2.6,0.3,-,1.266,0.53
3136485,2017-18,IND,0,0,0,0,0,0,0.0,0.0,-,2.0,1.0
3136485,2018-19,IND,0,0,0,0,0,0,1.0,1.2,-,1.031,0.4
3136485,2019-20,IND,0,0,0,0,0,0,2.5,0.7,-,1.07,0.48
3136485,2020-21,IND,0,0,0,0,0,0,1.0,0.6,-,1.415,0.59
3136485,2022-23,BKN,0,0,0,0,1,1,1.4,0.6,-,1.405,0.52
4278103,2020-21,MEM,0,0,0,0,0,0,0.1,0.4,-,1.467,0.63
2999549,2016-17,CHI,1,0,0,0,0,0,1.3,0.6,-,1.01,0.48
2999549,2017-18,CHI,5,0,1,0,0,0,2.5,0.7,-,1.086,0.52
2999549,2019-20,CHI,0,0,0,1,3,0,1.7,1.0,-,1.038,0.51
2999549,2020-21,CHI,0,0,0,0,0,1,2.5,0.7,-,0.976,0.47
2999549,2021-22,CLE,0,0,0,0,0,0,1.1,0.7,-,1.032,0.52
2999549,2021-22,UTAH,0,0,0,0,0,0,0.0,0.5,-,1.25,0.63
4278049,2019-20,CHI,0,0,4,0,1,1,0.7,0.4,-,1.642,0.7
4278049,2020-21,CHI,0,0,0,0,2,0,0.8,0.5,-,1.69,0.69
4278049,2020-21,WSH,2,0,0,0,2,0,0.6,0.8,-,1.688,0.68
4278049,2021-22,WSH,8,0,0,0,4,0,1.0,0.5,-,1.647,0.69
4278049,2022-23,WSH,10,0,2,0,1,0,1.0,0.4,-,1.785,0.73
4066731,2019-20,CHA,0,0,0,0,0,0,1.2,0.7,-,1.271,0.54
4066731,2020-21,CHA,2,0,0,0,1,0,1.2,0.6,-,1.218,0.53
4066731,2021-22,CHA,1,0,0,0,2,1,1.6,0.7,-,1.339,0.56
4066731,2022-23,CHA,2,0,0,0,5,0,1.4,0.8,-,1.204,0.51
4066731,2022-23,PHI,1,0,0,0,0,1,1.5,1.3,-,1.301,0.54
4396971,2019-20,MIN,2,0,0,0,1,0,1.6,0.9,-,1.107,0.48
4396971,2020-21,MIN,1,0,2,0,2,0,1.0,0.5,-,1.349,0.58
4396971,2021-22,MIN,4,0,0,0,2,0,0.9,0.5,-,1.338,0.55
4396971,2022-23,MIN,4,0,1,0,3,1,0.8,0.5,-,1.354,0.6
4278541,2019-20,MIN,0,0,0,0,0,0,6.3,1.0,-,1.075,0.39
4278541,2020-21,MIN,0,0,0,0,0,0,2.2,0.8,-,1.131,0.5
4278541,2021-22,MIN,0,0,1,0,2,0,3.6,0.8,-,1.276,0.55
4278541,2022-23,MIN,0,0,0,0,4,0,2.0,0.6,-,1.126,0.5
3907823,2019-20,LAC,1,0,0,0,0,0,2.9,0.6,-,1.253,0.51
3907823,2020-21,LAC,2,0,1,0,0,0,2.6,0.7,-,1.349,0.56
3907823,2021-22,LAC,6,0,1,0,3,1,2.5,0.7,-,1.264,0.54
3907823,2022-23,LAC,1,0,0,1,5,0,2.3,0.5,-,1.361,0.59
3912848,2019-20,CLE,0,0,0,0,0,0,0.7,0.7,-,1.538,0.77
3912848,2020-21,CLE,1,0,1,0,0,0,2.5,1.2,-,1.209,0.56
3912848,2021-22,CLE,1,0,0,0,0,0,3.3,1.8,-,1.24,0.57
3912848,2022-23,CLE,0,0,0,0,0,0,2.2,1.6,-,1.164,0.54
4066317,2021-22,OKC,0,0,0,0,0,0,2.2,1.7,-,1.137,0.56
4066317,2022-23,OKC,0,0,0,0,0,0,2.8,1.4,-,1.202,0.56
3914283,2018-19,SA,0,0,0,0,0,0,0.9,0.4,-,0.879,0.33
3914283,2019-20,SA,0,0,0,0,0,0,1.0,0.3,-,1.381,0.57
3914283,2020-21,SAC,0,0,0,0,1,0,1.0,0.5,-,1.263,0.54
3914283,2021-22,SAC,6,0,0,0,5,0,1.0,0.8,-,1.189,0.52
3914283,2022-23,SAC,0,0,0,1,2,0,1.3,0.7,-,1.466,0.61
3059262,2017-18,PHX,0,0,0,0,0,0,1.3,1.0,-,0.829,0.36
3059262,2018-19,IND,0,0,0,0,0,0,3.0,1.0,-,1.0,0.5
3059262,2021-22,DEN,0,0,0,0,1,0,3.3,1.5,-,1.298,0.62
3059262,2022-23,DEN,0,0,0,0,0,1,1.0,0.7,-,1.013,0.41
3059262,2022-23,LAL,0,0,0,0,0,1,inf,inf,-,2.0,0.88
4277964,2020-21,MEM,2,0,2,0,0,1,1.7,1.0,-,1.304,0.6
4277964,2021-22,MEM,0,0,0,0,0,0,1.8,1.5,-,1.167,0.48
4277964,2022-23,MEM,4,0,0,0,0,0,2.2,1.3,-,1.402,0.62
4066651,2020-21,MEM,0,0,0,0,0,0,4.0,2.5,-,1.0,0.42
4066651,2021-22,MEM,0,0,0,0,0,0,1.7,1.8,-,0.929,0.44
4683027,2020-21,OKC,1,0,0,0,0,0,1.6,0.4,-,1.072,0.45
4683027,2021-22,OKC,1,0,0,0,0,0,1.7,0.5,-,1.139,0.44
4683027,2022-23,CHA,1,0,0,0,0,0,2.6,0.6,-,1.161,0.46
3136779,2018-19,MIN,0,0,0,0,0,0,1.2,1.3,-,1.063,0.47
3136779,2019-20,MIN,0,0,0,0,0,0,2.1,1.2,-,1.218,0.5
3136779,2019-20,DEN,0,0,0,0,0,0,0.0,0.7,-,1.321,0.52
3136779,2020-21,SA,0,0,0,0,0,0,1.7,1.6,-,1.179,0.49
3136779,2021-22,SA,1,0,0,0,0,0,0.9,0.6,-,1.274,0.55
3136779,2022-23,SA,0,0,0,0,0,0,1.8,0.8,-,1.391,0.57
3150844,2018-19,LAL,0,0,0,0,0,0,0.6,0.3,-,1.211,0.48
3150844,2019-20,WSH,2,0,4,1,4,0,0.8,0.4,-,1.477,0.59
3150844,2020-21,WSH,0,0,2,0,2,0,1.5,1.0,-,1.459,0.56
3150844,2020-21,BOS,0,0,0,0,0,0,0.7,0.0,-,0.786,0.36
3150844,2020-21,ORL,1,0,0,0,1,0,0.9,0.3,-,1.301,0.49
3150844,2021-22,ORL,3,0,0,0,4,0,1.6,0.4,-,1.424,0.58
3150844,2022-23,ORL,3,0,1,1,2,1,1.2,0.5,-,1.515,0.56
3102533,2015-16,NY,0,0,0,0,0,0,0.0,0.0,-,1.5,0.75
3102533,2019-20,MIL,0,0,0,0,1,0,1.3,0.6,-,1.146,0.5
3102533,2020-21,MIL,1,0,0,0,3,0,1.1,0.5,-,1.212,0.51
3102533,2021-22,MIL,0,0,1,0,1,0,0.8,0.6,-,1.336,0.55
3102533,2022-23,MIL,0,0,0,1,2,2,1.3,0.3,-,1.109,0.43
4066264,2019-20,SAC,0,0,0,0,0,0,0.6,0.6,-,1.118,0.38
4066264,2019-20,POR,0,0,1,0,0,0,0.5,0.7,-,1.419,0.56
4066264,2020-21,NO,0,0,1,0,1,0,0.7,0.6,-,1.2,0.51
4066264,2021-22,LAC,0,0,0,0,0,0,0.7,0.3,-,1.077,0.46
4066264,2021-22,LAL,1,0,0,0,0,1,0.9,0.3,-,1.309,0.54
4066264,2022-23,LAL,0,0,2,0,0,1,0.8,0.6,-,1.431,0.62
4423885,2020-21,NO,0,0,0,0,0,0,1.0,0.7,-,0.615,0.31
4423885,2021-22,NO,0,0,0,0,0,0,inf,0.0,-,0.0,0.0
4423885,2021-22,POR,0,0,0,0,0,0,0.8,0.4,-,1.167,0.55
4278031,2019-20,TOR,0,0,0,0,0,0,1.0,0.6,-,1.028,0.4
4278031,2020-21,IND,5,0,0,0,0,0,1.8,1.9,-,1.517,0.59
4278031,2021-22,IND,5,0,0,0,1,0,1.3,0.8,-,1.211,0.49
4278031,2022-23,IND,1,0,1,0,1,0,1.3,1.0,-,1.248,0.46
4065697,2017-18,DAL,6,1,1,0,5,0,1.8,0.4,-,1.023,0.45
4065697,2018-19,DAL,1,1,0,0,5,0,1.4,0.4,-,1.16,0.5
4065697,2018-19,NY,1,0,0,0,1,1,2.1,0.5,-,1.051,0.45
4065697,2019-20,NY,0,0,0,0,3,0,1.7,0.5,-,0.886,0.38
4065697,2020-21,NY,0,0,0,0,1,0,3.0,3.0,-,0.9,0.2
4065697,2020-21,DET,1,1,0,0,1,0,3.0,0.8,-,1.074,0.49
4065697,2021-22,POR,0,0,0,0,3,0,2.6,0.9,-,1.09,0.43
4065697,2022-23,CHA,1,0,0,0,5,0,3.2,0.9,-,1.049,0.44
3133602,2018-19,LAL,0,0,0,0,0,0,1.7,0.7,-,0.962,0.44
3133602,2018-19,DET,0,0,0,0,0,0,4.0,1.0,-,0.75,0.38
3133602,2019-20,DET,0,0,0,0,0,0,1.7,0.7,-,1.244,0.55
3133602,2020-21,DET,0,0,0,0,0,0,1.5,0.7,-,1.117,0.5
3133602,2020-21,OKC,0,0,0,0,0,0,1.1,0.5,-,1.095,0.52
3133602,2021-22,TOR,0,0,0,0,0,0,1.4,0.8,-,1.09,0.48
3133602,2022-23,NY,0,0,0,0,0,0,0.5,0.5,-,1.75,0.75
3133602,2022-23,CHA,0,0,0,0,0,0,2.4,0.6,-,1.248,0.55
4017839,2016-17,DEN,1,0,0,0,0,0,0.9,1.0,-,1.362,0.55
4017839,2017-18,DEN,0,0,0,0,0,0,1.3,0.7,-,1.093,0.48
4017839,2018-19,DEN,4,0,0,0,0,0,1.5,0.7,-,1.299,0.54
4017839,2019-20,DEN,0,0,0,0,0,0,1.2,0.3,-,0.973,0.41
4017839,2019-20,MIN,4,0,0,0,0,0,1.3,1.0,-,1.321,0.56
4017839,2020-21,MIN,0,0,0,0,0,0,1.3,0.7,-,1.254,0.53
4017839,2021-22,BOS,0,0,0,0,0,0,0.5,0.7,-,0.704,0.24
4017839,2021-22,SA,0,0,0,0,0,0,1.5,0.5,-,1.167,0.33
4017839,2021-22,UTAH,0,0,0,0,0,0,1.8,1.1,-,1.438,0.65
4017839,2022-23,TOR,1,0,0,0,0,0,1.7,1.1,-,1.07,0.5
2581184,2020-21,WSH,0,0,0,0,0,0,1.4,1.3,-,1.333,0.56
2581184,2021-22,WSH,0,0,0,0,0,0,1.5,0.3,-,1.651,0.63
2581184,2022-23,WSH,0,0,0,0,0,0,2.3,0.5,-,1.477,0.55
3986,2009-10,CHI,18,0,9,0,3,0,0.6,0.4,-,1.169,0.49
3986,2010-11,CHI,6,0,3,0,1,0,0.8,0.5,-,1.133,0.47
3986,2011-12,CHI,4,0,1,0,0,0,0.8,0.5,-,1.198,0.5
3986,2012-13,CHI,5,0,2,1,1,0,0.8,0.4,-,1.172,0.49
3986,2013-14,CHI,15,0,2,1,9,0,0.6,0.3,-,1.193,0.48
3986,2014-15,CHI,8,0,1,0,3,0,0.9,0.5,-,1.265,0.5
3986,2015-16,CHI,7,0,1,0,4,0,1.4,0.6,-,1.254,0.53
3986,2016-17,CHI,11,0,2,1,7,0,0.8,0.4,-,1.206,0.52
3986,2016-17,OKC,0,0,0,0,2,0,0.5,0.5,-,1.156,0.5
3986,2017-18,MIN,18,0,6,0,4,0,1.1,0.7,-,1.355,0.58
3986,2018-19,MIN,13,0,2,2,7,1,1.2,0.7,-,1.402,0.58
3986,2019-20,NY,0,0,0,0,1,1,1.1,0.6,-,1.325,0.59
3986,2020-21,NY,0,0,1,0,2,1,1.6,1.4,-,1.525,0.64
3986,2021-22,NY,0,0,4,1,3,0,1.2,0.8,-,1.38,0.56
3986,2022-23,WSH,0,0,2,0,0,0,1.3,0.6,-,1.344,0.55
4401416,2019-20,GS,0,0,1,0,0,0,1.6,0.8,-,1.095,0.52
4401416,2020-21,GS,0,0,0,0,3,0,2.5,0.7,-,1.44,0.67
4401416,2021-22,GS,0,0,0,0,2,0,1.9,0.7,-,1.268,0.55
4401416,2022-23,LAL,0,0,0,0,0,1,1.5,0.6,-,1.227,0.53
4401416,2022-23,UTAH,0,0,0,0,0,1,2.4,0.4,-,0.961,0.43
4395702,2020-21,PHI,0,0,0,0,0,0,1.8,1.1,-,1.15,0.51
4395702,2021-22,PHI,0,0,0,0,0,0,1.8,0.7,-,1.119,0.48
4395702,2022-23,OKC,0,0,1,0,0,0,2.3,1.2,-,1.36,0.6
3138156,2017-18,SAC,0,0,0,0,0,0,1.9,0.7,-,1.081,0.51
3138156,2018-19,SAC,0,0,0,0,0,0,3.1,1.0,-,1.173,0.52
3138156,2018-19,DAL,0,0,0,0,0,0,4.0,1.3,-,1.247,0.57
3138156,2019-20,DAL,0,0,0,0,0,0,3.7,1.1,-,1.056,0.47
3138156,2020-21,OKC,0,0,0,0,0,0,1.6,0.5,-,1.113,0.49
3138156,2020-21,MIL,0,0,0,0,0,0,1.0,0.0,-,1.0,0.44
3138156,2021-22,BOS,0,0,0,0,0,0,0.0,0.0,-,2.0,0.0
3138156,2021-22,PHX,0,0,0,0,0,0,2.0,0.0,-,0.929,0.46
3138156,2022-23,BOS,0,0,0,0,0,0,4.5,2.0,-,0.741,0.35
2489716,2013-14,CLE,3,0,0,0,1,0,3.1,0.6,-,1.145,0.51
2489716,2014-15,CLE,2,0,0,0,0,0,3.3,0.4,-,1.039,0.47
2489716,2015-16,CLE,1,0,0,0,0,3,2.9,0.4,-,1.114,0.5
2489716,2016-17,MIL,0,0,0,0,1,0,2.7,0.4,-,1.081,0.46
2489716,2017-18,MIL,0,0,0,1,0,1,3.0,0.3,-,1.079,0.46
2489716,2018-19,MIL,0,0,0,0,0,0,2.6,0.2,-,1.053,0.42
2489716,2018-19,CLE,0,0,0,0,0,0,2.7,0.2,-,1.175,0.5
2489716,2019-20,CLE,1,0,0,0,1,0,3.1,0.3,-,1.011,0.41
2489716,2020-21,CLE,0,0,0,0,0,0,9.7,0.7,-,0.643,0.29
2489716,2022-23,SAC,0,0,0,0,0,0,4.1,0.7,-,0.94,0.43
3914285,2018-19,SA,0,0,0,0,0,0,0.9,0.3,-,1.577,0.58
3914285,2019-20,SA,0,0,0,0,1,0,0.7,0.2,-,1.597,0.65
3914285,2020-21,SA,3,0,0,0,0,0,0.9,0.4,-,1.517,0.57
3914285,2021-22,SA,1,0,1,0,1,1,1.1,0.3,-,1.434,0.53
3914285,2021-22,POR,6,0,1,0,2,0,1.0,0.5,-,1.5,0.66
3914285,2022-23,POR,3,0,1,0,3,2,1.5,0.6,-,1.551,0.65
2991047,2017-18,CHI,0,0,0,0,0,0,2.7,1.0,-,1.171,0.52
2991047,2018-19,CHI,0,0,0,0,0,1,4.3,1.0,-,1.301,0.54
2991047,2019-20,CHI,0,0,1,0,1,1,2.6,0.7,-,1.186,0.53
2991047,2020-21,CHI,0,0,0,0,0,0,5.6,0.9,-,1.162,0.53
2991047,2021-22,NY,0,0,0,0,0,0,1.3,0.3,-,1.333,0.67
2991047,2022-23,NY,0,0,0,0,0,0,2.0,2.0,-,0.6,0.3
2991047,2022-23,POR,0,0,0,0,0,1,3.5,0.5,-,0.719,0.36
4065663,2018-19,MIN,1,0,0,0,1,0,1.4,1.4,-,1.122,0.44
4065663,2019-20,MIN,0,0,1,0,2,1,1.1,0.8,-,1.339,0.48
4065663,2020-21,MIN,0,0,0,0,1,0,1.5,1.3,-,1.244,0.46
4065663,2021-22,MIN,0,0,0,0,0,0,1.1,1.1,-,1.279,0.47
4065663,2022-23,PHX,2,0,0,0,1,0,1.7,0.9,-,1.278,0.47
2982334,2014-15,PHX,0,0,1,0,0,0,0.9,0.7,-,1.145,0.54
2982334,2015-16,PHX,1,0,0,0,0,0,1.4,1.2,-,1.168,0.53
2982334,2016-17,PHX,5,0,0,0,2,0,1.3,1.3,-,1.168,0.51
2982334,2017-18,PHX,6,0,2,1,10,1,1.0,0.8,-,1.196,0.51
2982334,2018-19,PHX,0,0,0,2,7,1,1.2,1.0,-,1.264,0.55
2982334,2019-20,IND,2,0,2,1,7,2,1.2,0.9,-,1.33,0.58
2982334,2020-21,IND,0,0,1,0,0,0,1.3,0.5,-,1.216,0.53
2982334,2022-23,BKN,0,0,0,0,1,0,1.7,0.9,-,1.235,0.55
2982334,2022-23,PHX,0,0,0,0,0,0,3.7,2.3,-,0.957,0.47
2595209,2017-18,ATL,0,0,0,0,0,0,2.1,1.4,-,1.059,0.46
2595209,2018-19,GS,0,0,0,0,0,0,1.2,1.2,-,1.244,0.55
2595209,2019-20,GS,3,0,2,0,1,0,2.0,0.7,-,1.215,0.5
2595209,2020-21,GS,0,0,0,1,0,2,2.4,1.3,-,1.361,0.61
2595209,2021-22,GS,0,0,0,0,0,0,1.7,1.0,-,1.219,0.52
2595209,2022-23,PHX,0,0,1,0,6,1,1.3,0.4,-,1.336,0.56
6427,2011-12,CHA,5,0,1,0,1,0,0.4,0.3,-,1.176,0.46
6427,2012-13,CHA,7,0,1,0,0,1,0.4,0.3,-,1.116,0.45
6427,2013-14,CHA,1,0,1,0,1,0,0.2,0.2,-,1.542,0.61
6427,2014-15,CHA,6,0,0,0,2,0,0.3,0.3,-,1.634,0.54
6427,2015-16,TOR,9,0,2,0,3,0,0.4,0.3,-,1.576,0.54
6427,2016-17,ORL,10,0,0,0,3,1,0.8,0.3,-,1.425,0.53
6427,2017-18,ORL,7,0,1,0,1,0,0.8,0.3,-,1.33,0.52
6427,2018-19,CHA,3,0,1,0,0,0,1.0,0.3,-,1.513,0.57
6427,2019-20,CHA,8,0,1,0,0,0,1.0,0.2,-,1.414,0.54
6427,2020-21,CHA,3,0,0,0,3,0,1.1,0.2,-,1.368,0.59
6427,2021-22,PHX,6,0,0,0,0,0,0.9,0.5,-,1.448,0.59
6427,2022-23,PHX,3,0,1,0,1,0,1.1,0.4,-,1.277,0.58
4067325,2020-21,ATL,1,0,0,0,0,0,0.5,0.6,-,1.24,0.4
4067325,2021-22,MIN,1,0,1,0,1,0,1.2,0.4,-,1.568,0.53
4067325,2022-23,MIN,0,0,0,0,1,0,0.6,0.5,-,1.716,0.62
3908336,2021-22,BOS,0,0,0,0,0,0,0.0,inf,-,0.6,0.3
3908336,2022-23,LAL,0,0,0,0,0,0,1.3,0.7,-,0.959,0.44
3908336,2022-23,MIN,0,0,0,0,0,0,3.0,0.8,-,1.271,0.58
2994526,2016-17,SA,0,0,0,0,0,0,2.2,0.1,-,0.949,0.45
2994526,2017-18,SA,0,0,0,0,0,0,2.2,0.8,-,1.117,0.51
2994526,2018-19,SA,1,0,0,0,0,0,2.2,0.6,-,1.223,0.57
2994526,2019-20,SA,0,0,1,0,0,2,1.9,0.6,-,1.217,0.54
2994526,2020-21,MIL,1,0,0,0,0,1,1.0,0.5,-,1.325,0.62
2994526,2021-22,SA,0,0,0,0,0,0,1.2,0.5,-,1.226,0.54
2994526,2021-22,DEN,0,0,0,0,1,0,1.5,0.3,-,1.235,0.55
2994526,2022-23,MIN,0,0,0,0,0,1,1.4,0.6,-,1.072,0.45
6617,2012-13,NO,0,0,0,0,0,0,1.7,0.4,-,0.967,0.41
