id,name,rank,salary,url
3929321,Gabriel Deck,258,3676852.0,https://www.espn.com/nba/player/_/id/3929321/gabriel-deck
4432809,Cole Anthony,259,3613680.0,https://www.espn.com/nba/player/_/id/4432809/cole-anthony
4423314,Sekou Doumbouya,260,3613680.0,https://www.espn.com/nba/player/_/id/4423314/sekou-doumbouya
4432171,Moses Moody,261,3562200.0,https://www.espn.com/nba/player/_/id/4432171/moses-moody
4280151,Corey Kispert,262,3552960.0,https://www.espn.com/nba/player/_/id/4280151/corey-kispert
4432585,AJ Griffin,263,3536160.0,https://www.espn.com/nba/player/_/id/4432585/aj-griffin
2490089,Mike Muscala,264,3500000.0,https://www.espn.com/nba/player/_/id/2490089/mike-muscala
2990969,Georges Niang,265,3465000.0,https://www.espn.com/nba/player/_/id/2990969/georges-niang
4278052,Chuma Okeke,266,3433320.0,https://www.espn.com/nba/player/_/id/4278052/chuma-okeke
4432810,Isaiah Stewart,267,3433320.0,https://www.espn.com/nba/player/_/id/4432810/isaiah-stewart
4066387,Amir Coffey,268,3395062.0,https://www.espn.com/nba/player/_/id/4066387/amir-coffey
4871144,Alperen Sengun,269,3375480.0,https://www.espn.com/nba/player/_/id/4871144/alperen-sengun
4433192,Tari Eason,270,3309160.0,https://www.espn.com/nba/player/_/id/4433192/tari-eason
4683018,Aleksej Pokusevski,271,3261480.0,https://www.espn.com/nba/player/_/id/4683018/aleksej-pokusevski
2579260,Trey Burke,272,3243750.0,https://www.espn.com/nba/player/_/id/2579260/trey-burke
4397140,Kevin Porter Jr.,273,3217631.0,https://www.espn.com/nba/player/_/id/4397140/kevin-porter-jr.
4397688,Trey Murphy III,274,3206640.0,https://www.espn.com/nba/player/_/id/4397688/trey-murphy-iii
3899664,Simone Fontecchio,275,3205128.0,https://www.espn.com/nba/player/_/id/3899664/simone-fontecchio
3936099,Derrick Jones Jr.,276,3200000.0,https://www.espn.com/nba/player/_/id/3936099/derrick-jones-jr.
6585,Andre Drummond,277,3200000.0,https://www.espn.com/nba/player/_/id/6585/andre-drummond
4433159,Dalen Terry,278,3191400.0,https://www.espn.com/nba/player/_/id/4433159/dalen-terry
3449,Kevin Love,279,3114138.0,https://www.espn.com/nba/player/_/id/3449/kevin-love
4432811,Josh Green,280,3098400.0,https://www.espn.com/nba/player/_/id/4432811/josh-green
4592691,Jake LaRavia,281,3047640.0,https://www.espn.com/nba/player/_/id/4592691/jake-laravia
4432819,Tre Mann,282,3046200.0,https://www.espn.com/nba/player/_/id/4432819/tre-mann
